L 1000.0000, 0.0000, 0.0000,  1000.0000, -50.0000, 0.0000,  255, 0, 0
L -20.0000, 50.0000, 0.0000,  -50.0000, 20.0000, 0.0000,  255, 0, 0
L 50.0000, 20.0000, 0.0000,  20.0000, 50.0000, 0.0000,  255, 0, 0
L 20.0000, -50.0000, 0.0000,  50.0000, -20.0000, 0.0000,  255, 0, 0
L -50.0000, -20.0000, 0.0000,  -20.0000, -50.0000, 0.0000,  255, 0, 0
L -50.0000, 20.0000, 0.0000,  -50.0000, -20.0000, 0.0000,  255, 0, 0
L 20.0000, 50.0000, 0.0000,  -20.0000, 50.0000, 0.0000,  255, 0, 0
L 50.0000, -20.0000, 0.0000,  50.0000, 20.0000, 0.0000,  255, 0, 0
L -20.0000, -50.0000, 0.0000,  20.0000, -50.0000, 0.0000,  255, 0, 0
L 580.0000, -20.0000, 0.0000,  540.0000, -20.0000, 0.0000,  255, 0, 0
L 580.0000, -90.0000, 0.0000,  580.0000, -20.0000, 0.0000,  255, 0, 0
L 540.0000, -90.0000, 0.0000,  580.0000, -90.0000, 0.0000,  255, 0, 0
L 540.0000, -20.0000, 0.0000,  540.0000, -90.0000, 0.0000,  255, 0, 0
L 520.0000, -20.0000, 0.0000,  480.0000, -20.0000, 0.0000,  255, 0, 0
L 520.0000, -90.0000, 0.0000,  520.0000, -20.0000, 0.0000,  255, 0, 0
L 480.0000, -90.0000, 0.0000,  520.0000, -90.0000, 0.0000,  255, 0, 0
L 480.0000, -20.0000, 0.0000,  480.0000, -90.0000, 0.0000,  255, 0, 0
L 460.0000, -90.0000, 0.0000,  450.0000, -80.0000, 0.0000,  255, 0, 0
L 460.0000, -20.0000, 0.0000,  460.0000, -90.0000, 0.0000,  255, 0, 0
L 0.0000, -250.0000, 0.0000,  0.0000, 250.0000, 0.0000,  255, 0, 0
L -250.0000, 0.0000, 0.0000,  1000.0000, 0.0000, 0.0000,  255, 0, 0
L -120.0000, -80.0000, 0.0000,  -120.0000, -60.0000, 0.0000,  255, 0, 0
L -120.0000, -60.0000, 0.0000,  -120.0000, -40.0000, 0.0000,  255, 0, 0
L -100.0000, -60.0000, 0.0000,  -120.0000, -60.0000, 0.0000,  255, 0, 0
L -120.0000, -60.0000, 0.0000,  -140.0000, -60.0000, 0.0000,  255, 0, 0
L -90.0000, -50.0000, 0.0000,  -100.0000, -30.0000, 0.0000,  255, 0, 0
L -60.0000, -80.0000, 0.0000,  -60.0000, -60.0000, 0.0000,  255, 0, 0
L -60.0000, -60.0000, 0.0000,  -60.0000, -40.0000, 0.0000,  255, 0, 0
L -40.0000, -60.0000, 0.0000,  -60.0000, -60.0000, 0.0000,  255, 0, 0
L -60.0000, -60.0000, 0.0000,  -80.0000, -60.0000, 0.0000,  255, 0, 0
L 100.0000, 60.0000, 0.0000,  120.0000, 60.0000, 0.0000,  255, 0, 0
L 120.0000, 60.0000, 0.0000,  140.0000, 60.0000, 0.0000,  255, 0, 0
L 90.0000, 70.0000, 0.0000,  80.0000, 90.0000, 0.0000,  255, 0, 0
L 40.0000, 60.0000, 0.0000,  60.0000, 60.0000, 0.0000,  255, 0, 0
L 60.0000, 60.0000, 0.0000,  80.0000, 60.0000, 0.0000,  255, 0, 0
L -100.0000, 60.0000, 0.0000,  -120.0000, 60.0000, 0.0000,  255, 0, 0
L -120.0000, 60.0000, 0.0000,  -140.0000, 60.0000, 0.0000,  255, 0, 0
L -90.0000, 70.0000, 0.0000,  -100.0000, 90.0000, 0.0000,  255, 0, 0
L -60.0000, 80.0000, 0.0000,  -60.0000, 60.0000, 0.0000,  255, 0, 0
L -60.0000, 60.0000, 0.0000,  -60.0000, 40.0000, 0.0000,  255, 0, 0
L -40.0000, 60.0000, 0.0000,  -60.0000, 60.0000, 0.0000,  255, 0, 0
L -60.0000, 60.0000, 0.0000,  -80.0000, 60.0000, 0.0000,  255, 0, 0
L 100.0000, -60.0000, 0.0000,  120.0000, -60.0000, 0.0000,  255, 0, 0
L 120.0000, -60.0000, 0.0000,  140.0000, -60.0000, 0.0000,  255, 0, 0
L 90.0000, -50.0000, 0.0000,  80.0000, -30.0000, 0.0000,  255, 0, 0
L 60.0000, -80.0000, 0.0000,  60.0000, -60.0000, 0.0000,  255, 0, 0
L 60.0000, -60.0000, 0.0000,  60.0000, -40.0000, 0.0000,  255, 0, 0
L 40.0000, -60.0000, 0.0000,  60.0000, -60.0000, 0.0000,  255, 0, 0
L 60.0000, -60.0000, 0.0000,  80.0000, -60.0000, 0.0000,  255, 0, 0
L 599.0000, -90.0000, 0.0000,  637.2999, -90.0000, 0.0000,  255, 0, 0
L 599.0000, -20.0000, 0.0000,  637.2999, -20.0000, 0.0000,  255, 0, 0
L 599.0000, -90.0000, 0.0000,  599.0000, -20.0000, 0.0000,  255, 0, 0
L 637.2999, -90.0000, 0.0000,  637.2999, -20.0000, 0.0000,  255, 0, 0
L 500.0000, 5100.0000, 0.0000,  500.0000, 5160.0000, 0.0000,  0, 0, 0
L 540.0000, 5160.0000, 0.0000,  500.0000, 5160.0000, 0.0000,  0, 0, 0
L 560.0000, 5130.0000, 0.0000,  590.0000, 5130.0000, 0.0000,  0, 0, 0
L 560.0000, 5160.0000, 0.0000,  590.0000, 5160.0000, 0.0000,  0, 0, 0
L 560.0000, 5100.0000, 0.0000,  560.0000, 5160.0000, 0.0000,  0, 0, 0
L 590.0000, 5100.0000, 0.0000,  560.0000, 5100.0000, 0.0000,  0, 0, 0
L 640.0000, 5160.0000, 0.0000,  610.0000, 5160.0000, 0.0000,  0, 0, 0
L 610.0000, 5100.0000, 0.0000,  640.0000, 5100.0000, 0.0000,  0, 0, 0
L 610.0000, 5160.0000, 0.0000,  610.0000, 5100.0000, 0.0000,  0, 0, 0
L 640.0000, 5160.0000, 0.0000,  640.0000, 5130.0000, 0.0000,  0, 0, 0
L 640.0000, 5130.0000, 0.0000,  620.0000, 5130.0000, 0.0000,  0, 0, 0
L 660.0000, 5130.0000, 0.0000,  690.0000, 5130.0000, 0.0000,  0, 0, 0
L 660.0000, 5160.0000, 0.0000,  690.0000, 5160.0000, 0.0000,  0, 0, 0
L 660.0000, 5100.0000, 0.0000,  660.0000, 5160.0000, 0.0000,  0, 0, 0
L 690.0000, 5100.0000, 0.0000,  660.0000, 5100.0000, 0.0000,  0, 0, 0
L 740.0000, 5160.0000, 0.0000,  740.0000, 5100.0000, 0.0000,  0, 0, 0
L 710.0000, 5100.0000, 0.0000,  740.0000, 5160.0000, 0.0000,  0, 0, 0
L 710.0000, 5160.0000, 0.0000,  710.0000, 5100.0000, 0.0000,  0, 0, 0
L 770.0000, 5160.0000, 0.0000,  770.0000, 5100.0000, 0.0000,  0, 0, 0
L 780.0000, 5160.0000, 0.0000,  760.0000, 5160.0000, 0.0000,  0, 0, 0
L 790.0000, 5130.0000, 0.0000,  780.0000, 5160.0000, 0.0000,  0, 0, 0
L 780.0000, 5100.0000, 0.0000,  790.0000, 5130.0000, 0.0000,  0, 0, 0
L 760.0000, 5100.0000, 0.0000,  780.0000, 5100.0000, 0.0000,  0, 0, 0
L 500.0000, 5230.0000, 0.0000,  500.0000, 5260.0000, 0.0000,  255, 210, 0
L 500.0000, 5230.0000, 0.0000,  520.0000, 5230.0000, 0.0000,  255, 210, 0
L 520.0000, 5290.0000, 0.0000,  500.0000, 5290.0000, 0.0000,  255, 210, 0
L 500.0000, 5260.0000, 0.0000,  500.0000, 5290.0000, 0.0000,  255, 210, 0
L 520.0000, 5260.0000, 0.0000,  500.0000, 5260.0000, 0.0000,  255, 210, 0
L 520.0000, 5260.0000, 0.0000,  540.0000, 5245.0000, 0.0000,  255, 210, 0
L 520.0000, 5230.0000, 0.0000,  540.0000, 5245.0000, 0.0000,  255, 210, 0
L 520.0000, 5260.0000, 0.0000,  540.0000, 5275.0000, 0.0000,  255, 210, 0
L 540.0000, 5275.0000, 0.0000,  520.0000, 5290.0000, 0.0000,  255, 210, 0
L 570.0000, 5260.0000, 0.0000,  590.0000, 5260.0000, 0.0000,  255, 210, 0
L 580.0000, 5230.0000, 0.0000,  600.0000, 5290.0000, 0.0000,  255, 210, 0
L 560.0000, 5290.0000, 0.0000,  580.0000, 5230.0000, 0.0000,  255, 210, 0
L 650.0000, 5290.0000, 0.0000,  650.0000, 5230.0000, 0.0000,  255, 210, 0
L 620.0000, 5230.0000, 0.0000,  650.0000, 5290.0000, 0.0000,  255, 210, 0
L 620.0000, 5290.0000, 0.0000,  620.0000, 5230.0000, 0.0000,  255, 210, 0
L 670.0000, 5230.0000, 0.0000,  670.0000, 5260.0000, 0.0000,  255, 210, 0
L 670.0000, 5260.0000, 0.0000,  670.0000, 5290.0000, 0.0000,  255, 210, 0
L 670.0000, 5260.0000, 0.0000,  710.0000, 5290.0000, 0.0000,  255, 210, 0
L 670.0000, 5260.0000, 0.0000,  710.0000, 5230.0000, 0.0000,  255, 210, 0
L 730.0000, 5260.0000, 0.0000,  760.0000, 5260.0000, 0.0000,  255, 210, 0
L 730.0000, 5290.0000, 0.0000,  760.0000, 5290.0000, 0.0000,  255, 210, 0
L 730.0000, 5230.0000, 0.0000,  730.0000, 5290.0000, 0.0000,  255, 210, 0
L 760.0000, 5230.0000, 0.0000,  730.0000, 5230.0000, 0.0000,  255, 210, 0
